unit
-
.
%
+
‰
%0
0.5 - 2. 0%
/100/L
/100 leuk
/100 leuko
/100WBC
/100 WBC
100 WBC
100/WBC
10*12/
10^12/L
10 ^12/ L
10*12/L
10\12/L
10^12/l
10 12 /l
10 12/l
10*12/l
10\12/l
10^12/mikrol
10*3 µl
*10³/µl
10*3mik/L
10*3mik/l
10^3/uL
10 3/uL
10^6/L
10*6/L
× 106/l
10^6/l
10*6 µl
106/l
10'6mik/L
10^6/mikrol
10*9 g/L
10^9/L
10 ^9 /L
10 9/L
10*9 /L
10*9/L
10\9/L
10^9/l
10 9 /l
10 9/l
10/9 l
10*9/l
10\9/l
*10E12/l
10E12/l
10e12/L
10e3/uL
*10E9/l
10E9/l
10e9/L
10 g/l
10g/l
10 IU/l
10^/L
10 l
10 ng/ml
10 U/l
10x12/l
10x 9/L
10x9/l
1:100 WBC
"1,2,3"
Alb mg/mmol Cre
"<ANONYM id=""0"" type=""per"" morph=""_H_ sg n""/>/mL"
"<ANONYM id=""0"" type=""per"" morph=""_H_ sg n""/>/ml"
"<ANONYM id=""0"" type=""per"" morph=""_I_ ""/> unit"
"<ANONYM id=""0"" type=""per"" morph=""_I_ ""/> ühik"
"<ANONYM id=""0"" type=""per"" morph=""_Y_ ?""/> U/l"
"<ANONYM id=""0"" type=""per"" morph=""_Y_ ?""/> U/ml"
"<ANONYM id=""10"" type=""per"" morph=""_H_ sg n""/>/mL"
"<ANONYM id=""10"" type=""per"" morph=""_H_ sg n""/>/ml"
"<ANONYM id=""10"" type=""per"" morph=""_I_ ""/> unit"
"<ANONYM id=""10"" type=""per"" morph=""_I_ ""/> ühik"
"<ANONYM id=""10"" type=""per"" morph=""_Y_ ?""/> U/ml"
"<ANONYM id=""11"" type=""per"" morph=""_H_ sg n""/>/mL"
"<ANONYM id=""11"" type=""per"" morph=""_H_ sg n""/>/ml"
"<ANONYM id=""11"" type=""per"" morph=""_I_ ""/> unit"
"<ANONYM id=""11"" type=""per"" morph=""_I_ ""/> ühik"
"<ANONYM id=""11"" type=""per"" morph=""_Y_ ?""/> U/ml"
"<ANONYM id=""12"" type=""per"" morph=""_H_ sg n""/>/mL"
"<ANONYM id=""12"" type=""per"" morph=""_I_ ""/> unit"
"<ANONYM id=""12"" type=""per"" morph=""_I_ ""/> ühik"
"<ANONYM id=""13"" type=""per"" morph=""_H_ sg n""/>/mL"
"<ANONYM id=""13"" type=""per"" morph=""_I_ ""/> unit"
"<ANONYM id=""13"" type=""per"" morph=""_I_ ""/> ühik"
"<ANONYM id=""14"" type=""per"" morph=""_H_ sg n""/>/mL"
"<ANONYM id=""14"" type=""per"" morph=""_I_ ""/> unit"
"<ANONYM id=""14"" type=""per"" morph=""_I_ ""/> ühik"
"<ANONYM id=""15"" type=""per"" morph=""_I_ ""/> unit"
"<ANONYM id=""16"" type=""per"" morph=""_H_ sg n""/>/mL"
"<ANONYM id=""16"" type=""per"" morph=""_H_ sg n""/>/ml"
"<ANONYM id=""16"" type=""per"" morph=""_I_ ""/> unit"
"<ANONYM id=""16"" type=""per"" morph=""_I_ ""/> ühik"
"<ANONYM id=""17"" type=""per"" morph=""_H_ sg n""/>/ml"
"<ANONYM id=""17"" type=""per"" morph=""_I_ ""/> unit"
"<ANONYM id=""17"" type=""per"" morph=""_I_ ""/> ühik"
"<ANONYM id=""18"" type=""per"" morph=""_H_ sg n""/>/mL"
"<ANONYM id=""18"" type=""per"" morph=""_I_ ""/> unit"
"<ANONYM id=""18"" type=""per"" morph=""_I_ ""/> ühik"
